"record_id","year","month","day","species_id","taxa","variable","value"
31488,2000,9,31,"DM","Rodent","sex","F"
31488,2000,9,31,"DM","Rodent","hindfoot_length","37"
31488,2000,9,31,"DM","Rodent","weight","46"
31489,2000,9,31,"AH","Rodent","sex",""
31489,2000,9,31,"AH","Rodent","hindfoot_length","31"
31489,2000,9,31,"AH","Rodent","weight",NA
31490,2000,9,31,"OT","Rodent","sex","F"
31490,2000,9,31,"OT","Rodent","hindfoot_length","22"
31490,2000,9,31,"OT","Rodent","weight","35"
31491,2000,9,31,"OT","Rodent","sex","M"
31491,2000,9,31,"OT","Rodent","hindfoot_length","21"
31491,2000,9,31,"OT","Rodent","weight","23"
31492,2000,9,31,"DM","Rodent","sex","F"
31492,2000,9,31,"DM","Rodent","hindfoot_length","34"
31492,2000,9,31,"DM","Rodent","weight","42"
31493,2000,9,31,"DM","Rodent","sex","M"
31493,2000,9,31,"DM","Rodent","hindfoot_length","35"
31493,2000,9,31,"DM","Rodent","weight","49"
31494,2000,9,31,"OT","Rodent","sex","M"
31494,2000,9,31,"OT","Rodent","hindfoot_length","20"
31494,2000,9,31,"OT","Rodent","weight","20"
31495,2000,9,31,"OT","Rodent","sex","F"
31495,2000,9,31,"OT","Rodent","hindfoot_length","20"
31495,2000,9,31,"OT","Rodent","weight","24"
31496,2000,9,31,"PP","Rodent","sex","F"
31496,2000,9,31,"PP","Rodent","hindfoot_length","22"
31496,2000,9,31,"PP","Rodent","weight","14"
31497,2000,9,31,"PP","Rodent","sex","F"
31497,2000,9,31,"PP","Rodent","hindfoot_length","22"
31497,2000,9,31,"PP","Rodent","weight","15"
31498,2000,9,31,"PB","Rodent","sex","M"
31498,2000,9,31,"PB","Rodent","hindfoot_length","26"
31498,2000,9,31,"PB","Rodent","weight","30"
31499,2000,9,31,"OT","Rodent","sex","F"
31499,2000,9,31,"OT","Rodent","hindfoot_length","20"
31499,2000,9,31,"OT","Rodent","weight","20"
31500,2000,9,31,"PM","Rodent","sex","M"
31500,2000,9,31,"PM","Rodent","hindfoot_length","17"
31500,2000,9,31,"PM","Rodent","weight","11"
31501,2000,9,31,"OT","Rodent","sex","F"
31501,2000,9,31,"OT","Rodent","hindfoot_length","20"
31501,2000,9,31,"OT","Rodent","weight",NA
31505,2000,11,25,"OT","Rodent","sex","F"
31505,2000,11,25,"OT","Rodent","hindfoot_length","20"
31505,2000,11,25,"OT","Rodent","weight","27"
31506,2000,11,25,"DO","Rodent","sex","M"
31506,2000,11,25,"DO","Rodent","hindfoot_length","35"
31506,2000,11,25,"DO","Rodent","weight","51"
31507,2000,11,25,"DO","Rodent","sex",""
31507,2000,11,25,"DO","Rodent","hindfoot_length","36"
31507,2000,11,25,"DO","Rodent","weight","51"
31508,2000,11,25,"PB","Rodent","sex","M"
31508,2000,11,25,"PB","Rodent","hindfoot_length","28"
31508,2000,11,25,"PB","Rodent","weight","46"
31509,2000,11,25,"DM","Rodent","sex","M"
31509,2000,11,25,"DM","Rodent","hindfoot_length","36"
31509,2000,11,25,"DM","Rodent","weight","40"
31510,2000,11,25,"PB","Rodent","sex","F"
31510,2000,11,25,"PB","Rodent","hindfoot_length","25"
31510,2000,11,25,"PB","Rodent","weight","28"
31511,2000,11,25,"PE","Rodent","sex","F"
31511,2000,11,25,"PE","Rodent","hindfoot_length","20"
31511,2000,11,25,"PE","Rodent","weight","24"
31512,2000,11,25,"DM","Rodent","sex","M"
31512,2000,11,25,"DM","Rodent","hindfoot_length","36"
31512,2000,11,25,"DM","Rodent","weight","41"
31513,2000,11,25,"PB","Rodent","sex","M"
31513,2000,11,25,"PB","Rodent","hindfoot_length","27"
31513,2000,11,25,"PB","Rodent","weight","34"
31514,2000,11,25,"PB","Rodent","sex","M"
31514,2000,11,25,"PB","Rodent","hindfoot_length","27"
31514,2000,11,25,"PB","Rodent","weight","33"
31515,2000,11,25,"DM","Rodent","sex","F"
31515,2000,11,25,"DM","Rodent","hindfoot_length","35"
31515,2000,11,25,"DM","Rodent","weight","43"
31516,2000,11,25,"NL","Rodent","sex","F"
31516,2000,11,25,"NL","Rodent","hindfoot_length","29"
31516,2000,11,25,"NL","Rodent","weight","200"
31517,2000,11,25,"NL","Rodent","sex","M"
31517,2000,11,25,"NL","Rodent","hindfoot_length","32"
31517,2000,11,25,"NL","Rodent","weight","228"
31518,2000,11,25,"RM","Rodent","sex","M"
31518,2000,11,25,"RM","Rodent","hindfoot_length","18"
31518,2000,11,25,"RM","Rodent","weight","12"
31519,2000,11,25,"OT","Rodent","sex","M"
31519,2000,11,25,"OT","Rodent","hindfoot_length","20"
31519,2000,11,25,"OT","Rodent","weight","26"
31520,2000,11,25,"PE","Rodent","sex","M"
31520,2000,11,25,"PE","Rodent","hindfoot_length","20"
31520,2000,11,25,"PE","Rodent","weight","23"
31521,2000,11,25,"OT","Rodent","sex","F"
31521,2000,11,25,"OT","Rodent","hindfoot_length","20"
31521,2000,11,25,"OT","Rodent","weight","30"
31522,2000,11,25,"DM","Rodent","sex","F"
31522,2000,11,25,"DM","Rodent","hindfoot_length","36"
31522,2000,11,25,"DM","Rodent","weight","47"
31523,2000,11,25,"OT","Rodent","sex","F"
31523,2000,11,25,"OT","Rodent","hindfoot_length","20"
31523,2000,11,25,"OT","Rodent","weight","26"
31524,2000,11,25,"OT","Rodent","sex","M"
31524,2000,11,25,"OT","Rodent","hindfoot_length","20"
31524,2000,11,25,"OT","Rodent","weight","21"
31525,2000,11,25,"PB","Rodent","sex","M"
31525,2000,11,25,"PB","Rodent","hindfoot_length","26"
31525,2000,11,25,"PB","Rodent","weight","25"
31526,2000,11,25,"DM","Rodent","sex","M"
31526,2000,11,25,"DM","Rodent","hindfoot_length","36"
31526,2000,11,25,"DM","Rodent","weight","38"
31527,2000,11,25,"DM","Rodent","sex","M"
31527,2000,11,25,"DM","Rodent","hindfoot_length","36"
31527,2000,11,25,"DM","Rodent","weight","44"
31528,2000,11,25,"DO","Rodent","sex","M"
31528,2000,11,25,"DO","Rodent","hindfoot_length","35"
31528,2000,11,25,"DO","Rodent","weight","55"
31529,2000,11,25,"NL","Rodent","sex","F"
31529,2000,11,25,"NL","Rodent","hindfoot_length","29"
31529,2000,11,25,"NL","Rodent","weight","190"
31530,2000,11,25,"PB","Rodent","sex","M"
31530,2000,11,25,"PB","Rodent","hindfoot_length","26"
31530,2000,11,25,"PB","Rodent","weight","36"
31531,2000,11,25,"PB","Rodent","sex","M"
31531,2000,11,25,"PB","Rodent","hindfoot_length","25"
31531,2000,11,25,"PB","Rodent","weight","26"
31532,2000,11,25,"PB","Rodent","sex","M"
31532,2000,11,25,"PB","Rodent","hindfoot_length","28"
31532,2000,11,25,"PB","Rodent","weight","30"
31533,2000,11,25,"PB","Rodent","sex","M"
31533,2000,11,25,"PB","Rodent","hindfoot_length","24"
31533,2000,11,25,"PB","Rodent","weight","34"
31534,2000,11,25,"PB","Rodent","sex","M"
31534,2000,11,25,"PB","Rodent","hindfoot_length","24"
31534,2000,11,25,"PB","Rodent","weight","32"
31535,2000,11,25,"PB","Rodent","sex","F"
31535,2000,11,25,"PB","Rodent","hindfoot_length","26"
31535,2000,11,25,"PB","Rodent","weight","30"
31536,2000,11,25,"DM","Rodent","sex","M"
31536,2000,11,25,"DM","Rodent","hindfoot_length","37"
31536,2000,11,25,"DM","Rodent","weight","47"
31537,2000,11,25,"OT","Rodent","sex","M"
31537,2000,11,25,"OT","Rodent","hindfoot_length","20"
31537,2000,11,25,"OT","Rodent","weight","22"
31538,2000,11,25,"DM","Rodent","sex","M"
31538,2000,11,25,"DM","Rodent","hindfoot_length","38"
31538,2000,11,25,"DM","Rodent","weight","45"
31539,2000,11,25,"DM","Rodent","sex","F"
31539,2000,11,25,"DM","Rodent","hindfoot_length","34"
31539,2000,11,25,"DM","Rodent","weight","42"
31540,2000,11,25,"DM","Rodent","sex","F"
31540,2000,11,25,"DM","Rodent","hindfoot_length","36"
31540,2000,11,25,"DM","Rodent","weight","42"
31541,2000,11,25,"DM","Rodent","sex","F"
31541,2000,11,25,"DM","Rodent","hindfoot_length","35"
31541,2000,11,25,"DM","Rodent","weight","42"
31542,2000,11,25,"DM","Rodent","sex","M"
31542,2000,11,25,"DM","Rodent","hindfoot_length","36"
31542,2000,11,25,"DM","Rodent","weight","49"
31543,2000,11,25,"PB","Rodent","sex","M"
31543,2000,11,25,"PB","Rodent","hindfoot_length","26"
31543,2000,11,25,"PB","Rodent","weight","33"
31544,2000,11,25,"PB","Rodent","sex","F"
31544,2000,11,25,"PB","Rodent","hindfoot_length","27"
31544,2000,11,25,"PB","Rodent","weight","33"
31545,2000,11,25,"PB","Rodent","sex","M"
31545,2000,11,25,"PB","Rodent","hindfoot_length","27"
31545,2000,11,25,"PB","Rodent","weight","30"
31546,2000,11,25,"PB","Rodent","sex","F"
31546,2000,11,25,"PB","Rodent","hindfoot_length","25"
31546,2000,11,25,"PB","Rodent","weight","28"
31547,2000,11,25,"OT","Rodent","sex","M"
31547,2000,11,25,"OT","Rodent","hindfoot_length","20"
31547,2000,11,25,"OT","Rodent","weight","22"
31548,2000,11,25,"PB","Rodent","sex","M"
31548,2000,11,25,"PB","Rodent","hindfoot_length","24"
31548,2000,11,25,"PB","Rodent","weight","28"
31549,2000,11,25,"PB","Rodent","sex","F"
31549,2000,11,25,"PB","Rodent","hindfoot_length","25"
31549,2000,11,25,"PB","Rodent","weight","32"
31550,2000,11,25,"PB","Rodent","sex","M"
31550,2000,11,25,"PB","Rodent","hindfoot_length","25"
31550,2000,11,25,"PB","Rodent","weight","29"
31551,2000,11,25,"PB","Rodent","sex","F"
31551,2000,11,25,"PB","Rodent","hindfoot_length","26"
31551,2000,11,25,"PB","Rodent","weight","29"
31552,2000,11,25,"RM","Rodent","sex","M"
31552,2000,11,25,"RM","Rodent","hindfoot_length","18"
31552,2000,11,25,"RM","Rodent","weight","9"
31553,2000,11,25,"PB","Rodent","sex","F"
31553,2000,11,25,"PB","Rodent","hindfoot_length","23"
31553,2000,11,25,"PB","Rodent","weight","27"
31554,2000,11,25,"NL","Rodent","sex","F"
31554,2000,11,25,"NL","Rodent","hindfoot_length","29"
31554,2000,11,25,"NL","Rodent","weight","158"
31556,2000,11,26,"OT","Rodent","sex","M"
31556,2000,11,26,"OT","Rodent","hindfoot_length","19"
31556,2000,11,26,"OT","Rodent","weight","25"
31557,2000,11,26,"PB","Rodent","sex","M"
31557,2000,11,26,"PB","Rodent","hindfoot_length","26"
31557,2000,11,26,"PB","Rodent","weight","32"
31558,2000,11,26,"PB","Rodent","sex","M"
31558,2000,11,26,"PB","Rodent","hindfoot_length","27"
31558,2000,11,26,"PB","Rodent","weight","31"
31559,2000,11,26,"PB","Rodent","sex","F"
31559,2000,11,26,"PB","Rodent","hindfoot_length","25"
31559,2000,11,26,"PB","Rodent","weight","29"
31560,2000,11,26,"PE","Rodent","sex","M"
31560,2000,11,26,"PE","Rodent","hindfoot_length","21"
31560,2000,11,26,"PE","Rodent","weight","20"
31561,2000,11,26,"PB","Rodent","sex","M"
31561,2000,11,26,"PB","Rodent","hindfoot_length","26"
31561,2000,11,26,"PB","Rodent","weight","28"
31562,2000,11,26,"PB","Rodent","sex","M"
31562,2000,11,26,"PB","Rodent","hindfoot_length","27"
31562,2000,11,26,"PB","Rodent","weight","32"
31563,2000,11,26,"PB","Rodent","sex","M"
31563,2000,11,26,"PB","Rodent","hindfoot_length","26"
31563,2000,11,26,"PB","Rodent","weight",NA
31564,2000,11,26,"PE","Rodent","sex","M"
31564,2000,11,26,"PE","Rodent","hindfoot_length","20"
31564,2000,11,26,"PE","Rodent","weight","23"
31565,2000,11,26,"OT","Rodent","sex","F"
31565,2000,11,26,"OT","Rodent","hindfoot_length","21"
31565,2000,11,26,"OT","Rodent","weight",NA
31566,2000,11,26,"DM","Rodent","sex","M"
31566,2000,11,26,"DM","Rodent","hindfoot_length","37"
31566,2000,11,26,"DM","Rodent","weight","43"
31567,2000,11,26,"DM","Rodent","sex","F"
31567,2000,11,26,"DM","Rodent","hindfoot_length","35"
31567,2000,11,26,"DM","Rodent","weight","44"
31568,2000,11,26,"DM","Rodent","sex","M"
31568,2000,11,26,"DM","Rodent","hindfoot_length","36"
31568,2000,11,26,"DM","Rodent","weight","43"
31569,2000,11,26,"OT","Rodent","sex","M"
31569,2000,11,26,"OT","Rodent","hindfoot_length","21"
31569,2000,11,26,"OT","Rodent","weight","25"
31570,2000,11,26,"PB","Rodent","sex","M"
31570,2000,11,26,"PB","Rodent","hindfoot_length","26"
31570,2000,11,26,"PB","Rodent","weight","30"
31571,2000,11,26,"DM","Rodent","sex","M"
31571,2000,11,26,"DM","Rodent","hindfoot_length","36"
31571,2000,11,26,"DM","Rodent","weight","44"
31572,2000,11,26,"OT","Rodent","sex","F"
31572,2000,11,26,"OT","Rodent","hindfoot_length","19"
31572,2000,11,26,"OT","Rodent","weight","25"
31573,2000,11,26,"OT","Rodent","sex","F"
31573,2000,11,26,"OT","Rodent","hindfoot_length","19"
31573,2000,11,26,"OT","Rodent","weight","22"
31574,2000,11,26,"PB","Rodent","sex","F"
31574,2000,11,26,"PB","Rodent","hindfoot_length","24"
31574,2000,11,26,"PB","Rodent","weight","25"
31575,2000,11,26,"PB","Rodent","sex","F"
31575,2000,11,26,"PB","Rodent","hindfoot_length","25"
31575,2000,11,26,"PB","Rodent","weight","30"
31576,2000,11,26,"DO","Rodent","sex","F"
31576,2000,11,26,"DO","Rodent","hindfoot_length","36"
31576,2000,11,26,"DO","Rodent","weight","50"
31577,2000,11,26,"OT","Rodent","sex","M"
31577,2000,11,26,"OT","Rodent","hindfoot_length","21"
31577,2000,11,26,"OT","Rodent","weight","23"
31578,2000,11,26,"DM","Rodent","sex","F"
31578,2000,11,26,"DM","Rodent","hindfoot_length","35"
31578,2000,11,26,"DM","Rodent","weight","37"
31579,2000,11,26,"OT","Rodent","sex","M"
31579,2000,11,26,"OT","Rodent","hindfoot_length","20"
31579,2000,11,26,"OT","Rodent","weight","24"
31580,2000,11,26,"PP","Rodent","sex","M"
31580,2000,11,26,"PP","Rodent","hindfoot_length","19"
31580,2000,11,26,"PP","Rodent","weight","13"
31581,2000,11,26,"PB","Rodent","sex","M"
31581,2000,11,26,"PB","Rodent","hindfoot_length","26"
31581,2000,11,26,"PB","Rodent","weight","28"
31582,2000,11,26,"DM","Rodent","sex","F"
31582,2000,11,26,"DM","Rodent","hindfoot_length","36"
31582,2000,11,26,"DM","Rodent","weight","39"
31583,2000,11,26,"DM","Rodent","sex","M"
31583,2000,11,26,"DM","Rodent","hindfoot_length","37"
31583,2000,11,26,"DM","Rodent","weight","42"
31584,2000,11,26,"DM","Rodent","sex","F"
31584,2000,11,26,"DM","Rodent","hindfoot_length","36"
31584,2000,11,26,"DM","Rodent","weight","43"
31585,2000,11,26,"OT","Rodent","sex","M"
31585,2000,11,26,"OT","Rodent","hindfoot_length","20"
31585,2000,11,26,"OT","Rodent","weight","27"
31586,2000,11,26,"OT","Rodent","sex","M"
31586,2000,11,26,"OT","Rodent","hindfoot_length","20"
31586,2000,11,26,"OT","Rodent","weight","22"
31587,2000,11,26,"OT","Rodent","sex","F"
31587,2000,11,26,"OT","Rodent","hindfoot_length","19"
31587,2000,11,26,"OT","Rodent","weight","28"
31588,2000,11,26,"DM","Rodent","sex","M"
31588,2000,11,26,"DM","Rodent","hindfoot_length","36"
31588,2000,11,26,"DM","Rodent","weight","42"
31589,2000,11,26,"PB","Rodent","sex","F"
31589,2000,11,26,"PB","Rodent","hindfoot_length","24"
31589,2000,11,26,"PB","Rodent","weight","28"
31590,2000,11,26,"OT","Rodent","sex","F"
31590,2000,11,26,"OT","Rodent","hindfoot_length","21"
31590,2000,11,26,"OT","Rodent","weight","25"
31591,2000,11,26,"DO","Rodent","sex","M"
31591,2000,11,26,"DO","Rodent","hindfoot_length","34"
31591,2000,11,26,"DO","Rodent","weight","45"
31592,2000,11,26,"OT","Rodent","sex","M"
31592,2000,11,26,"OT","Rodent","hindfoot_length","21"
31592,2000,11,26,"OT","Rodent","weight","23"
31593,2000,11,26,"DO","Rodent","sex","M"
31593,2000,11,26,"DO","Rodent","hindfoot_length","34"
31593,2000,11,26,"DO","Rodent","weight","49"
31594,2000,11,26,"DO","Rodent","sex","F"
31594,2000,11,26,"DO","Rodent","hindfoot_length","38"
31594,2000,11,26,"DO","Rodent","weight","49"
31595,2000,11,26,"OT","Rodent","sex","M"
31595,2000,11,26,"OT","Rodent","hindfoot_length","21"
31595,2000,11,26,"OT","Rodent","weight","22"
31596,2000,11,26,"PB","Rodent","sex","F"
31596,2000,11,26,"PB","Rodent","hindfoot_length","26"
31596,2000,11,26,"PB","Rodent","weight","29"
31597,2000,11,26,"PP","Rodent","sex","M"
31597,2000,11,26,"PP","Rodent","hindfoot_length","18"
31597,2000,11,26,"PP","Rodent","weight","12"
31598,2000,11,26,"PB","Rodent","sex","F"
31598,2000,11,26,"PB","Rodent","hindfoot_length","24"
31598,2000,11,26,"PB","Rodent","weight","30"
31599,2000,11,26,"OT","Rodent","sex","F"
31599,2000,11,26,"OT","Rodent","hindfoot_length","19"
31599,2000,11,26,"OT","Rodent","weight","19"
31600,2000,11,26,"DM","Rodent","sex","M"
31600,2000,11,26,"DM","Rodent","hindfoot_length","34"
31600,2000,11,26,"DM","Rodent","weight","47"
31601,2000,11,26,"DM","Rodent","sex","M"
31601,2000,11,26,"DM","Rodent","hindfoot_length","36"
31601,2000,11,26,"DM","Rodent","weight","40"
31602,2000,11,26,"OT","Rodent","sex","F"
31602,2000,11,26,"OT","Rodent","hindfoot_length","21"
31602,2000,11,26,"OT","Rodent","weight","32"
31603,2000,11,26,"DM","Rodent","sex","F"
31603,2000,11,26,"DM","Rodent","hindfoot_length","32"
31603,2000,11,26,"DM","Rodent","weight","39"
31604,2000,11,26,"DM","Rodent","sex","M"
31604,2000,11,26,"DM","Rodent","hindfoot_length","34"
31604,2000,11,26,"DM","Rodent","weight","35"
31605,2000,11,26,"DM","Rodent","sex","F"
31605,2000,11,26,"DM","Rodent","hindfoot_length","37"
31605,2000,11,26,"DM","Rodent","weight","41"
31606,2000,11,26,"PP","Rodent","sex","M"
31606,2000,11,26,"PP","Rodent","hindfoot_length","18"
31606,2000,11,26,"PP","Rodent","weight","11"
31607,2000,11,26,"OT","Rodent","sex","F"
31607,2000,11,26,"OT","Rodent","hindfoot_length","19"
31607,2000,11,26,"OT","Rodent","weight","25"
31608,2000,11,26,"PE","Rodent","sex","M"
31608,2000,11,26,"PE","Rodent","hindfoot_length","19"
31608,2000,11,26,"PE","Rodent","weight","16"
31609,2000,11,26,"PE","Rodent","sex","M"
31609,2000,11,26,"PE","Rodent","hindfoot_length","21"
31609,2000,11,26,"PE","Rodent","weight","20"
31610,2000,11,26,"RM","Rodent","sex","M"
31610,2000,11,26,"RM","Rodent","hindfoot_length","15"
31610,2000,11,26,"RM","Rodent","weight","10"
31611,2000,11,26,"RM","Rodent","sex","M"
31611,2000,11,26,"RM","Rodent","hindfoot_length","17"
31611,2000,11,26,"RM","Rodent","weight","10"
31612,2000,11,26,"RM","Rodent","sex","M"
31612,2000,11,26,"RM","Rodent","hindfoot_length","17"
31612,2000,11,26,"RM","Rodent","weight","8"
31613,2000,11,26,"DM","Rodent","sex","F"
31613,2000,11,26,"DM","Rodent","hindfoot_length","35"
31613,2000,11,26,"DM","Rodent","weight","38"
31616,2000,12,22,"DO","Rodent","sex","M"
31616,2000,12,22,"DO","Rodent","hindfoot_length","34"
31616,2000,12,22,"DO","Rodent","weight","52"
31617,2000,12,22,"PB","Rodent","sex","F"
31617,2000,12,22,"PB","Rodent","hindfoot_length","26"
31617,2000,12,22,"PB","Rodent","weight","26"
31618,2000,12,22,"OT","Rodent","sex","M"
31618,2000,12,22,"OT","Rodent","hindfoot_length","20"
31618,2000,12,22,"OT","Rodent","weight","24"
31619,2000,12,22,"PB","Rodent","sex","F"
31619,2000,12,22,"PB","Rodent","hindfoot_length","25"
31619,2000,12,22,"PB","Rodent","weight","25"
31620,2000,12,22,"DM","Rodent","sex","M"
31620,2000,12,22,"DM","Rodent","hindfoot_length","36"
31620,2000,12,22,"DM","Rodent","weight","38"
31621,2000,12,22,"DM","Rodent","sex","M"
31621,2000,12,22,"DM","Rodent","hindfoot_length","37"
31621,2000,12,22,"DM","Rodent","weight","41"
31622,2000,12,22,"DM","Rodent","sex","F"
31622,2000,12,22,"DM","Rodent","hindfoot_length","36"
31622,2000,12,22,"DM","Rodent","weight","42"
31623,2000,12,22,"OT","Rodent","sex","F"
31623,2000,12,22,"OT","Rodent","hindfoot_length","20"
31623,2000,12,22,"OT","Rodent","weight",NA
31624,2000,12,22,"DM","Rodent","sex","M"
31624,2000,12,22,"DM","Rodent","hindfoot_length","37"
31624,2000,12,22,"DM","Rodent","weight","43"
31625,2000,12,22,"PB","Rodent","sex","M"
31625,2000,12,22,"PB","Rodent","hindfoot_length","29"
31625,2000,12,22,"PB","Rodent","weight","46"
31626,2000,12,22,"PB","Rodent","sex","M"
31626,2000,12,22,"PB","Rodent","hindfoot_length","26"
31626,2000,12,22,"PB","Rodent","weight","38"
31627,2000,12,22,"OT","Rodent","sex","M"
31627,2000,12,22,"OT","Rodent","hindfoot_length","20"
31627,2000,12,22,"OT","Rodent","weight","25"
31628,2000,12,22,"OT","Rodent","sex","M"
31628,2000,12,22,"OT","Rodent","hindfoot_length","19"
31628,2000,12,22,"OT","Rodent","weight","28"
31629,2000,12,22,"PB","Rodent","sex","M"
31629,2000,12,22,"PB","Rodent","hindfoot_length","26"
31629,2000,12,22,"PB","Rodent","weight","41"
31630,2000,12,22,"OT","Rodent","sex","F"
31630,2000,12,22,"OT","Rodent","hindfoot_length","20"
31630,2000,12,22,"OT","Rodent","weight","28"
31631,2000,12,22,"PB","Rodent","sex","M"
31631,2000,12,22,"PB","Rodent","hindfoot_length","26"
31631,2000,12,22,"PB","Rodent","weight","34"
31632,2000,12,22,"DM","Rodent","sex","F"
31632,2000,12,22,"DM","Rodent","hindfoot_length","34"
31632,2000,12,22,"DM","Rodent","weight","44"
31633,2000,12,22,"NL","Rodent","sex","F"
31633,2000,12,22,"NL","Rodent","hindfoot_length","31"
31633,2000,12,22,"NL","Rodent","weight","173"
31634,2000,12,22,"OT","Rodent","sex","M"
31634,2000,12,22,"OT","Rodent","hindfoot_length","20"
31634,2000,12,22,"OT","Rodent","weight","22"
31635,2000,12,22,"OT","Rodent","sex","F"
31635,2000,12,22,"OT","Rodent","hindfoot_length","20"
31635,2000,12,22,"OT","Rodent","weight","26"
31636,2000,12,22,"DO","Rodent","sex","M"
31636,2000,12,22,"DO","Rodent","hindfoot_length","35"
31636,2000,12,22,"DO","Rodent","weight","54"
31637,2000,12,22,"DM","Rodent","sex","M"
31637,2000,12,22,"DM","Rodent","hindfoot_length","37"
31637,2000,12,22,"DM","Rodent","weight","45"
31638,2000,12,22,"NL","Rodent","sex","F"
31638,2000,12,22,"NL","Rodent","hindfoot_length","30"
31638,2000,12,22,"NL","Rodent","weight","212"
31639,2000,12,22,"PB","Rodent","sex","M"
31639,2000,12,22,"PB","Rodent","hindfoot_length","27"
31639,2000,12,22,"PB","Rodent","weight","43"
31640,2000,12,22,"PB","Rodent","sex","M"
31640,2000,12,22,"PB","Rodent","hindfoot_length","27"
31640,2000,12,22,"PB","Rodent","weight","28"
31641,2000,12,22,"PB","Rodent","sex","F"
31641,2000,12,22,"PB","Rodent","hindfoot_length","26"
31641,2000,12,22,"PB","Rodent","weight","30"
31642,2000,12,22,"PB","Rodent","sex","M"
31642,2000,12,22,"PB","Rodent","hindfoot_length","26"
31642,2000,12,22,"PB","Rodent","weight","38"
31643,2000,12,22,"OT","Rodent","sex","M"
31643,2000,12,22,"OT","Rodent","hindfoot_length","20"
31643,2000,12,22,"OT","Rodent","weight",NA
31644,2000,12,22,"PB","Rodent","sex","M"
31644,2000,12,22,"PB","Rodent","hindfoot_length","27"
31644,2000,12,22,"PB","Rodent","weight","35"
31645,2000,12,22,"DM","Rodent","sex","M"
31645,2000,12,22,"DM","Rodent","hindfoot_length","36"
31645,2000,12,22,"DM","Rodent","weight","50"
31646,2000,12,22,"DM","Rodent","sex","F"
31646,2000,12,22,"DM","Rodent","hindfoot_length","36"
31646,2000,12,22,"DM","Rodent","weight","42"
31647,2000,12,22,"DM","Rodent","sex","F"
31647,2000,12,22,"DM","Rodent","hindfoot_length","35"
31647,2000,12,22,"DM","Rodent","weight","43"
31648,2000,12,22,"DM","Rodent","sex","M"
31648,2000,12,22,"DM","Rodent","hindfoot_length","36"
31648,2000,12,22,"DM","Rodent","weight","47"
31649,2000,12,22,"OT","Rodent","sex","M"
31649,2000,12,22,"OT","Rodent","hindfoot_length","21"
31649,2000,12,22,"OT","Rodent","weight","22"
31650,2000,12,22,"DM","Rodent","sex","M"
31650,2000,12,22,"DM","Rodent","hindfoot_length","36"
31650,2000,12,22,"DM","Rodent","weight","48"
31651,2000,12,22,"OT","Rodent","sex","F"
31651,2000,12,22,"OT","Rodent","hindfoot_length","20"
31651,2000,12,22,"OT","Rodent","weight","27"
31652,2000,12,22,"DM","Rodent","sex","M"
31652,2000,12,22,"DM","Rodent","hindfoot_length","36"
31652,2000,12,22,"DM","Rodent","weight","45"
31653,2000,12,22,"OT","Rodent","sex","M"
31653,2000,12,22,"OT","Rodent","hindfoot_length","20"
31653,2000,12,22,"OT","Rodent","weight","21"
31654,2000,12,22,"OT","Rodent","sex","M"
31654,2000,12,22,"OT","Rodent","hindfoot_length","21"
31654,2000,12,22,"OT","Rodent","weight","24"
31655,2000,12,22,"PB","Rodent","sex","F"
31655,2000,12,22,"PB","Rodent","hindfoot_length","26"
31655,2000,12,22,"PB","Rodent","weight","28"
31656,2000,12,22,"PB","Rodent","sex","F"
31656,2000,12,22,"PB","Rodent","hindfoot_length","26"
31656,2000,12,22,"PB","Rodent","weight","29"
31657,2000,12,22,"PB","Rodent","sex","F"
31657,2000,12,22,"PB","Rodent","hindfoot_length","26"
31657,2000,12,22,"PB","Rodent","weight","30"
31658,2000,12,22,"PB","Rodent","sex","F"
31658,2000,12,22,"PB","Rodent","hindfoot_length","27"
31658,2000,12,22,"PB","Rodent","weight","29"
31659,2000,12,22,"PB","Rodent","sex","F"
31659,2000,12,22,"PB","Rodent","hindfoot_length","27"
31659,2000,12,22,"PB","Rodent","weight","28"
31660,2000,12,22,"PB","Rodent","sex","F"
31660,2000,12,22,"PB","Rodent","hindfoot_length","26"
31660,2000,12,22,"PB","Rodent","weight","34"
31661,2000,12,22,"PB","Rodent","sex","M"
31661,2000,12,22,"PB","Rodent","hindfoot_length","28"
31661,2000,12,22,"PB","Rodent","weight","32"
31662,2000,12,22,"PB","Rodent","sex","M"
31662,2000,12,22,"PB","Rodent","hindfoot_length","26"
31662,2000,12,22,"PB","Rodent","weight","36"
31663,2000,12,22,"OT","Rodent","sex","M"
31663,2000,12,22,"OT","Rodent","hindfoot_length","21"
31663,2000,12,22,"OT","Rodent","weight","24"
31664,2000,12,22,"OT","Rodent","sex","F"
31664,2000,12,22,"OT","Rodent","hindfoot_length","20"
31664,2000,12,22,"OT","Rodent","weight","21"
31665,2000,12,22,"PE","Rodent","sex","M"
31665,2000,12,22,"PE","Rodent","hindfoot_length","20"
31665,2000,12,22,"PE","Rodent","weight","23"
31667,2000,12,23,"PB","Rodent","sex","M"
31667,2000,12,23,"PB","Rodent","hindfoot_length","26"
31667,2000,12,23,"PB","Rodent","weight","42"
31668,2000,12,23,"PB","Rodent","sex",""
31668,2000,12,23,"PB","Rodent","hindfoot_length",NA
31668,2000,12,23,"PB","Rodent","weight",NA
31669,2000,12,23,"PB","Rodent","sex","F"
31669,2000,12,23,"PB","Rodent","hindfoot_length","25"
